Id,SongKey,song,songwriters,lead_vocals,year,cover,Era,first_release_date,max_key,mode,avg_danceability,avg_energy,avg_loudness,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,avg_duration_ms,avg_time_signature,Song_y,lyrics,avg_popularity,core_catalogue_releases,Canonical_album,first_vocalist,Paul_Song,John_Song,George_Song,Ringo_Song,popularity,BB_name,BB_artist,BB_debut_date,BB_peak_position,BB_peak_date,BB_weeks_on_chart,RollingStonePosition,RobSegment,LauraSegment,EmilySegment,OliviaSegment,BrianSegment,JackieSegment,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Pipeline_sentiment_label,Pipeline_sentiment_score,FinetunedSentiment,distilbertsentiment,text-davinci-003,gpt-4,GPT-4_valence_score,GPT4_summary
129,misery,Misery,Lennon McCartney,Lennon (with McCartney),1963,0,Beatlemania,1963-03-22,0.0,1.0,0.6355,0.5700000000000001,-11.438500000000001,0.03795,0.5025,0.0,0.571,0.87,135.101,109060.0,4.0,Misery,"The world is treating me bad... Misery.  I'm the kind of guy, Who never used to cry, The world is treatin' me bad... Misery!  I've lost her now for sure, I won't see her no more, It's gonna be a drag... Misery!  I'll remember all the little things we've done Can't she see she'll always be the only one, only one.  Send hewr back to me, â€˜Cause everyone can see Without her I will be in misery  I'll remember all the little things we've done. She'll remember and she'll miss her only one, lonely one.  Send her back to me, â€˜Cause everyone can see, Without her I will be in misery (oh oh oh) In misery (ooh ee ooh ooh) My misery (la la la la la la) ",40.5,Please Please Me,Please Please Me,Lennon,0,1,0,0,40,,,,,,,,3,3,4,3,3,3.0,0.218,0.737,0.045,-0.9801,0.5928441882133484,0.3200768828392029,0.08707895874977112,NEGATIVE,0.9985829591751099,Negative,0,"The narrator is lamenting the loss of his love, remembering all the happy memories they shared together and wishing she could come back to him. He is desperate for her return, as without her he will be in misery.","-0.8, The lyrics depict a person who is deeply miserable due to the loss of his lover. He recalls the special moments they shared together, indicating that she was the only one for him. He expresses a strong desire for her to return to him, believing that everyone can see his suffering. Without her, his existence is filled with sadness and misery.",-0.8,"The lyrics depict a person who is deeply miserable due to the loss of his lover. He recalls the special moments they shared together, indicating that she was the only one for him. He expresses a strong desire for her to return to him, believing that everyone can see his suffering. Without her, his existence is filled with sadness and misery."
130,moneythatswhatiwant,Money (That's What I Want),Berry Gordy Janie Bradford †,Lennon,1963,1,Beatlemania,1963-11-22,11.0,1.0,0.589,0.7615000000000001,-9.128499999999999,0.03855,0.618,0.00078,0.22,0.9415,130.02100000000002,166160.0,2.5,Money (that's what I want),"The best things in life are free But you can tell me â€˜bout the birds and bees. Now gimme money (that's what I want) That's what I want (that's what I want) That's what I want, ye-ye-yeh, That's what I want.  Money don't get everything it's true. What it don't get I can't use. So gimme money (that's what I want) A little money (that's what I want) That's what I want, ye-ye-yeh, That's what I want.  Yeh gimme money (that's what I want)Â  A little money (that's what I want) That's what I want (that's what I want) So gimme money (that's what I want) That's what I want, ye-ye-yeh, That's what I want.  Your lovin' give me a thrill But your lovin' don't pay my bill. Now gimme money (that's what I want) That's what I want (that's what I want) That's what I want, ye-ye-yeh, That's what I want.  Money don't get everything it's true. What it don't get I can't use. So gimme money (that's what I want) A little money (that's what I want) That's what I want, ye-ye-yeh, That's what I want.  Yeh gimme money (that's what I want) A little money (that's what I want) That's what I want (that's what I want) So gimme money (that's what I want) That's what I want, ye-ye-yeh, That's what I want. ",35.0,With the Beatles,With The Beatles,Lennon,0,1,0,0,35,,,,,,,,3,3,3,3,3,3.0,0.0,0.805,0.195,0.9777,0.24140530824661255,0.5254802107810974,0.23311452567577362,NEGATIVE,0.9586403369903564,Positive,0,"This song is about the need for money in order to get what one wants in life, even though the best things in life are free. Love and affection are not enough to pay the bills, so money is needed to get what one wants.","0.8, The lyrics convey a straightforward desire for money, even though the singer acknowledges that the best things in life are free. There is a sentiment that while money can't buy everything, what it can't buy isn't of use to the singer. It also implies the love received from someone, though satisfying, doesn't fulfill their financial needs. Lastly, the lyrics repeat the request for money several times, emphasizing the primary desire of the singer.",0.8,"The lyrics convey a straightforward desire for money, even though the singer acknowledges that the best things in life are free. There is a sentiment that while money can't buy everything, what it can't buy isn't of use to the singer. It also implies the love received from someone, though satisfying, doesn't fulfill their financial needs. Lastly, the lyrics repeat the request for money several times, emphasizing the primary desire of the singer."
131,mothernaturesson,Mother Nature's Son,Lennon McCartney,McCartney,1968,0,Experimental,1968-11-22,8.0,1.0,0.5135,0.19765,-15.19025,0.0305,0.71575,0.140052025,0.224,0.4395,128.2105,167923.5,4.0,Mother nature's son,Born a poor young country boy--Mother Nature's son All day long I'm sitting singing songs for everyone.  Sit beside a mountain stream--see her waters rise Listen to the pretty sound of music as she flies.  Find me in my field of grass--Mother Nature's son Swaying daises sing a lazy song beneath the sun.  Mother Nature's son. ,35.8,The Beatles (White Album),The Beatles,McCartney,1,0,0,0,36,,,,,,,,4,5,3,4,3,3.0,0.095,0.85,0.054,-0.34,0.06815638393163681,0.46469560265541077,0.4671480357646942,POSITIVE,0.9984326958656311,Positive,1,"The song is about a poor young country boy who enjoys sitting and singing songs for everyone while appreciating the beauty of nature. He finds solace in his field of grass, swaying daisies singing a lazy song beneath the sun, and listening to the sound of music from a nearby mountain stream. He is content being Mother Nature's son.","0.85, The lyrics narrate the story of a simple country boy who is one with nature. He spends his days singing songs to everyone and relaxing by a mountain stream, enjoying the music nature creates. He is depicted as a part of Nature, often found basking in a field of grass surrounded by daisies swaying in the sunlight. The lyrics emphasize his connection with and love for Mother Nature.",0.85,"The lyrics narrate the story of a simple country boy who is one with nature. He spends his days singing songs to everyone and relaxing by a mountain stream, enjoying the music nature creates. He is depicted as a part of Nature, often found basking in a field of grass surrounded by daisies swaying in the sunlight. The lyrics emphasize his connection with and love for Mother Nature."
132,mrmoonlight,Mr. Moonlight,Roy Lee Johnson †,Lennon,1964,1,Beatlemania,1964-12-04,6.0,1.0,0.631,0.424,-9.106,0.0438,0.796,0.000143,0.118,0.589,126.127,158627.0,5.0,Mr. Moonlight,"Mr. Moonlight You came to me one summernight and from your beam you made my dream, And from the world you sent my girl and from above you sent us love, And now she's mine. I think you're fine â€˜cause we love you, Mr. Moonlight.  Mr. Moonlight, come again please, here I am on my knees, Begging if you please, and the nights you don't come my way. I'll pray and pray more each day, â€˜cause we love you, Mr. Moonlight, Mr. Moonlight. ",37.5,Beatles for Sale,Beatles for Sale,Lennon,0,1,0,0,38,,,,,,,,3,3,3,3,3,3.0,0.0,0.738,0.262,0.9738,0.0039073447696864605,0.0524141825735569,0.9436784982681274,POSITIVE,0.9995967745780945,Positive,1,"A man expresses his appreciation for Mr. Moonlight, who brought his love to him one summer night. He pleads for Mr. Moonlight to come again and promises to pray and pray more each day if he does not. He expresses his love for Mr. Moonlight.","0.90, These lyrics express the singer's appreciation for ""Mr. Moonlight"", which could be a metaphor for a source of inspiration or happiness. This entity brought his love to him in the form of a woman and he is so grateful. He asks for more of such experiences, indicating he might feel desolate without its influence. The repetition of ""we love you, Mr. Moonlight"" underlines this deep affection and dependency.",0.9,"These lyrics express the singer's appreciation for ""Mr. Moonlight"", which could be a metaphor for a source of inspiration or happiness. This entity brought his love to him in the form of a woman and he is so grateful. He asks for more of such experiences, indicating he might feel desolate without its influence. The repetition of ""we love you, Mr. Moonlight"" underlines this deep affection and dependency."
133,thenightbefore,The Night Before,Lennon McCartney,McCartney,1965,0,Beatlemania,1965-08-06,2.0,1.0,0.461,0.762,-6.727,0.0379,0.0537,0.0,0.238,0.632,84.496,154933.0,4.0,The night before,"We said our goodbyes, ah, the night before. Love was in your eyes, ah, the night before. Now today I find you have changed your mind. Treat me like you did the night before.  Were you telling lies, ah, the night before? Was I so unwise, ah, the night before? When I held you near you were so sincere. Treat me like you did the night before.  Last night is a night I will remember you by. When I think of things we did it makes me wanna cry.  We said our goodbye, ah, the night before. Love was in your eyes, ah, the night before. Now today I find you have changed your mind. Treat me like you did the night before.  When I held you near you were so sincere. Treat me like you did the night before.  Last night is a night I will remember you by. When I think of things we did it makes me wanna cry.  Were you telling lies, ah, the night before? Was I so unwise, ah, the night before? When I held you near you were so sincere. Treat me like you did the night before, like the night before. ",56.0,Help!,Help!,McCartney,1,0,0,0,56,,,,,,,,3,3,3,3,3,3.0,0.052,0.734,0.214,0.9878,0.2434150129556656,0.5415042638778687,0.21508076786994934,POSITIVE,0.9968321919441223,Positive,1,"The song is about a person reflecting on the night before when they said goodbye and the love was in their eyes. They are asking if the other person was telling lies or if they were unwise for believing them. They want the other person to treat them the way they did the night before, as they remember it fondly and it makes them cry.","-0.6, The lyrics depict the emotional turmoil of a person who feels deceived. The previous night, they felt loved and believed in the sincerity of their partner. However, the next day their partner's behavior changed, leading them to question if they had been lied to. This causes them to ask for their partner to treat them as lovingly and sincerely as they did the previous night. The narrator is left with bittersweet memories that make them want to cry when recollected.",-0.6,"The lyrics depict the emotional turmoil of a person who feels deceived. The previous night, they felt loved and believed in the sincerity of their partner. However, the next day their partner's behavior changed, leading them to question if they had been lied to. This causes them to ask for their partner to treat them as lovingly and sincerely as they did the previous night. The narrator is left with bittersweet memories that make them want to cry when recollected."
134,noreply,No Reply,Lennon McCartney,Lennon,1964,0,Beatlemania,1964-12-04,0.0,1.0,0.718,0.593,-9.976,0.0377,0.67,0.0,0.172,0.869,124.251,136067.0,4.0,No reply,"This happened once before, When I came to your door, No reply. They said it wasn't you, But I saw you peep through your window, I saw the light, I saw the light, I know that you saw me, â€˜cos I looked up to see your face.  I tried to telephone, They said you were not home, That's a lie, â€˜cause I know where you've been, I saw you walk in your door, I nearly died, I nearly died, â€˜cause you walked hand in hand With another man in my place.  If I were you I'd realize that I Love you more than any other guy, And I'll forgive the lies that I Heard before when you gave me no reply.  I've tried to telephone, They said you were not home, That's a lie, â€˜cause I know where you've been, I saw you walk in your door, I nearly died, I nearly died, â€˜cause you walked hand in hand With another man in my place.  No reply, no reply. ",36.666666666666664,Beatles for Sale,Beatles for Sale,Lennon,0,1,0,0,37,,,,,,,,3,3,3,3,3,3.0,0.173,0.694,0.133,-0.7684,0.3629455268383026,0.4830569326877594,0.15399755537509918,NEGATIVE,0.9974991679191589,Negative,0,"The narrator has seen the person they love come to their door but not reply. They then see them walk into their home with another person and realize that they love them more than anyone else and forgive the lies they were told. They try to call the person but are told they are not home, which is a lie.","-0.7, The lyrics express a story of unrequited love and deception. The singer attempts to contact the object of his affection multiple times, only to be told she's not available. Despite this, he has seen her at home through her window and with another man, causing him great heartbreak. He insists his love for her is unmatched, but is pained by her refusal to reply to his pleas, even forgiving her previous lies. Despite his efforts, his love interest remains silent and unresponsive.",-0.7,"The lyrics express a story of unrequited love and deception. The singer attempts to contact the object of his affection multiple times, only to be told she's not available. Despite this, he has seen her at home through her window and with another man, causing him great heartbreak. He insists his love for her is unmatched, but is pained by her refusal to reply to his pleas, even forgiving her previous lies. Despite his efforts, his love interest remains silent and unresponsive."
135,norwegianwoodthisbirdhasflown,Norwegian Wood (This Bird Has Flown),Lennon McCartney,Lennon,1965,0,Experimental,1965-12-03,4.0,1.0,0.425,0.369,-11.876,0.0379,0.183,0.00126,0.112,0.65,176.625,124693.0,3.0,Norwegian Wood (This Bird Has Flown)," I once had a girl, or should I say, she once had me... She showed me her room, isn't it good, norwegian wood?  She asked me to stay and she told me to sit anywhere, So I looked around and I noticed there wasn't a chair.  I sat on a rug, biding my time, drinking her wine. We talked until two and then she said, It's time for bed  She told me she worked in the morning and started to laugh. I told her I didn't and crawled off to sleep in the bath  And when I awoke, I was alone, this bird had flown So I lit a fire, isn't it good, norwegian wood.  ",50.666666666666664,Rubber Soul,Rubber Soul,Lennon,0,1,0,0,51,,,,,,,83.0,4,4,1,4,3,3.0,0.087,0.88,0.033,-0.5981,0.194449782371521,0.603096067905426,0.20245416462421417,NEGATIVE,0.9976162910461426,Positive,0,"A man meets a girl who invites him into her room, which is decorated with Norwegian wood. They talk until late into the night, and the man sleeps in the bathtub while the girl goes to bed. In the morning, the girl is gone, and the man is left alone. He lights a fire and reminisces about the night before.","0.1, The lyrics tell a story of a man who was invited into a woman's home, where he didn't find a comfortable place to sit but ended up spending the night. He wakes up to find that she has left, and he reminiscences about their time together while alone in her apartment, symbolized by him lighting a fire, likely from the Norwegian wood he mentions.",0.1,"The lyrics tell a story of a man who was invited into a woman's home, where he didn't find a comfortable place to sit but ended up spending the night. He wakes up to find that she has left, and he reminiscences about their time together while alone in her apartment, symbolized by him lighting a fire, likely from the Norwegian wood he mentions."
136,notasecondtime,Not a Second Time,Lennon McCartney,Lennon,1963,0,Beatlemania,1963-11-22,7.0,1.0,0.471,0.817,-9.999,0.0372,0.213,0.0,0.498,0.961,124.848,126827.0,4.0,Not a second time,"You know you made me cry, I see no use in wond'ring why, I cried for you.  And now, you've changed your mind, I see no reason to change mine, I cried, it's through, oh.  Oh, you're giving me the same old line, I'm wond'ring why, You hurt me then, you're back again, No, no, not a second time. ",48.0,With the Beatles,With The Beatles,Lennon,0,1,0,0,48,,,,,,,,3,3,3,3,3,3.0,0.302,0.663,0.035,-0.9442,0.6587199568748474,0.29199230670928955,0.04928772896528244,NEGATIVE,0.9992456436157227,Negative,0,"The narrator is reflecting on a past relationship in which the other person made them cry. Despite the other person changing their mind and wanting to get back together, the narrator refuses to give them a second chance due to the hurt they caused.","-0.70, The lyrics express the sorrow and disappointment of the singer who has been hurt by their partner. Despite the partner's attempts to return, the singer has decided not to get hurt for the second time and is resolved to end the relationship.",-0.7,"The lyrics express the sorrow and disappointment of the singer who has been hurt by their partner. Despite the partner's attempts to return, the singer has decided not to get hurt for the second time and is resolved to end the relationship."
137,nowhereman,Nowhere Man,Lennon McCartney,Lennon,1965,0,Experimental,1965-12-03,4.0,1.0,0.534,0.635,-9.2935,0.0414,0.011734999999999999,7.1e-06,0.135,0.7695000000000001,121.78800000000001,163046.5,4.0,Nowhere man,"He's a real nowhere Man, Sitting in his Nowhere Land, Making all his nowhere plans for nobody.  Doesn't kave a point of view, Knows not where he's going to, Isn't he a bit like you and me? Nowhere Man, please listen, You don't know what you're missing, Nowhere Man, the world is at your command.  He's as blind as he can be, Just sees what he wants to see, Nowhere Man can you see me at all? Doesn't kave a point of view, Knows not where he's going to, Isn't he a bit like you and me? Nowhere Man, don't worry, Take your time, don't hurry, Leave it all till somebody else lend you a hand.  He's a real Nowhere Man, Sitting in his Nowhere Land, Making all his nowhere plans ",50.333333333333336,Rubber Soul,Rubber Soul,Lennon,0,1,0,0,50,Nowhere Man,The Beatles,1966-03-05,3,1966-03-26,9,,3,5,3,3,4,3.0,0.102,0.866,0.032,-0.8082,0.47171637415885925,0.44273144006729126,0.0855521708726883,NEGATIVE,0.9897654056549072,Negative,0,"The song is about an individual who is living a life of apathy and is seemingly unaware of their surroundings. The lyrics encourage the Nowhere Man to take their time and not rush, and to open their eyes to the world around them. The singer is asking the Nowhere Man if they can relate to them, and is offering help for them to find their way.","0.2, The lyrics describe a character referred to as ""Nowhere Man"". He is isolated, directionless, and unengaged with the world around him. He appears to be unaware and indifferent of the opportunities at his disposal. The narrator suggests that this ""nowhere man"" may reflect aspects of us all, implying that at times, people may be oblivious or indifferent to the possibilities around them. The song also conveys a message of patience and reassurance, suggesting that it's okay to take time to find one's way and accept help from others.",0.2,"The lyrics describe a character referred to as ""Nowhere Man"". He is isolated, directionless, and unengaged with the world around him. He appears to be unaware and indifferent of the opportunities at his disposal. The narrator suggests that this ""nowhere man"" may reflect aspects of us all, implying that at times, people may be oblivious or indifferent to the possibilities around them. The song also conveys a message of patience and reassurance, suggesting that it's okay to take time to find one's way and accept help from others."
138,ob-la-diob-la-da,"Ob-La-Di, Ob-La-Da",Lennon McCartney,McCartney,1968,0,Experimental,1968-11-22,10.0,1.0,0.7865,0.73,-8.1695,0.03795,0.28300000000000003,0.0172275,0.221225,0.86375,116.736,185640.0,4.0,"Ob-la-di, ob-la-da",Desmond has a barrow in the market place Molly is the singer in a band Desmond says to Molly-girl I like your face And Molly says this as she takes him by the hand.Â  Obladi oblada life goes on bra Lala how the life goes on Obladi Oblada life goes on bra Lala how the life goes on.  Desmond takes a trolly to the jewellers store Buys a twenty carat golden ring Takes it back to Molly waiting at the door And as he gives it to her she begins to sing.  In a couple of years they have built A home sweet home With a couple of kids running in the yardÂ  Of Desmond and Molly Jones.  Happy ever after in the market place Molly lets the children lend a hand Desmond stays at home and does his pretty face And in the evening she's a singer with the band.  And if you want some fun-take Obladi Oblada. ,42.285714285714285,The Beatles (White Album),The Beatles,McCartney,1,0,0,0,42,,,,,,,,3,3,5,3,3,3.0,0.0,0.894,0.106,0.9423,0.01714128442108631,0.486072838306427,0.49678587913513184,POSITIVE,0.9599175453186035,Positive,0,"Desmond and Molly meet in the market place and fall in love. They eventually get married and start a family. Desmond stays at home and takes care of the children while Molly is a singer in a band. They are happy together and have fun singing ""Obladi Oblada"" together.","0.90, The lyrics tell a cheerful story about Desmond and Molly. Desmond is a market trader, while Molly is a singer in a band. Desmond buys a ring for Molly, who takes it as a marriage proposal. They have a couple of kids and build a happy life together, maintaining their roles with Desmond staying at home while Molly performs in the evening with her band. The refrain ""Obladi, oblada, life goes on"" iterates the overall message of moving forward and enjoying life, despite its ups and downs.",0.9,"The lyrics tell a cheerful story about Desmond and Molly. Desmond is a market trader, while Molly is a singer in a band. Desmond buys a ring for Molly, who takes it as a marriage proposal. They have a couple of kids and build a happy life together, maintaining their roles with Desmond staying at home while Molly performs in the evening with her band. The refrain ""Obladi, oblada, life goes on"" iterates the overall message of moving forward and enjoying life, despite its ups and downs."
139,octopussgarden,Octopus's Garden,Starkey,Starr,1969,0,Group of Solo Artists,1969-09-26,1.0,1.0,0.574,0.4785,-10.64725,0.118475,0.318025,0.000171475,0.31,0.651,114.20375,138636.75,4.0,Octopus's garden,"I'd like to be under the sea In an octopus' garden in the shade He'd let us in, knows where we've been In his octopus' garden in the shade  I'd ask my friends to come and see An octopus' garden with me I'd like to be under the sea In an octopus' garden in the shade.  We would be warm below the storm In our little hideaway beneath the waves Resting our head on the sea bed In an octopus' garden near a cave  We would sing and dance around because we know we can't be found I'd like to be under the sea In an octopus' garden in the shade  We would shout and swim about The coral that lies beneath the waves (Lies beneath the ocean waves) Oh what joy for every girl and boy Knowing they're happy and they're safe (Happy and they're safe)  We would be so happy you and me No one there to tell us what to do I'd like to be under the sea In an octopus' garden with you. ",38.375,Abbey Road,Abbey Road,Starr,0,0,0,1,38,,,,,,,,3,3,5,3,3,4.0,0.025,0.828,0.147,0.9723,0.006520998664200306,0.11585871875286102,0.877620279788971,NEGATIVE,0.9760620594024658,Positive,0,The singer is imagining a peaceful and happy place under the sea in an octopus' garden. They would be warm and safe and free to sing and dance without anyone telling them what to do. They would invite their friends to join them and be happy together.,"0.85, These lyrics express a longing for a peaceful, joyful, and free existence under the sea, specifically in an octopus's garden. The speaker dreams of inviting friends to this magical realm, safe from storms and unseen from the surface. The underwater garden is a place of joy, safety, and complete freedom, away from instructions or restrictions. Enjoying the simple pleasures of singing, dancing, and exploring with a sense of boundless happiness and shared camaraderie. The speaker wishes to share this paradise, ideally with the listener, reinforcing a theme of togetherness, tranquility, and excitement found in the ocean depths.",0.85,"These lyrics express a longing for a peaceful, joyful, and free existence under the sea, specifically in an octopus's garden. The speaker dreams of inviting friends to this magical realm, safe from storms and unseen from the surface. The underwater garden is a place of joy, safety, and complete freedom, away from instructions or restrictions. Enjoying the simple pleasures of singing, dancing, and exploring with a sense of boundless happiness and shared camaraderie. The speaker wishes to share this paradise, ideally with the listener, reinforcing a theme of togetherness, tranquility, and excitement found in the ocean depths."
140,ohdarling,Oh! Darling,Lennon McCartney,McCartney,1969,0,Group of Solo Artists,1969-09-26,9.0,1.0,0.5145,0.5765,-8.37325,0.034350000000000006,0.2005,0.007971515,0.30725,0.47950000000000004,129.56425,236126.75,3.0,Oh! Darling,"Oh! Darling, please believe me I'll never do you no harm Believe me when I tell you I'll never do you no harm  Oh! Darling, if you leave me I'll never make it alone Believe me when I beg you Don't ever leave me alone  When you told me you didn't need me anymore Well you know I nearly broke down and cried When you told me you didn't need me anymore Well you know I nearly broke down and died  Oh! Darling, if you leave me I'll never make it alone Believe me when I tell you I'll never do you no harm  When you told me you didn't need me anymore Well you know I nearly broke down and cried When you told me you didn't need me anymore Well you know I nearly broke down and died  Oh! Darling, please believe me I'll never let you down Believe me when I tell you I'll never do you no harm ",43.6,Abbey Road,Abbey Road,McCartney,1,0,0,0,44,,,,,,,,3,5,5,5,3,3.0,0.206,0.594,0.2,-0.6593,0.2466781735420227,0.5646989345550537,0.18862292170524597,POSITIVE,0.9966989159584045,Negative,0,"The narrator pleads for the beloved to stay and not leave them alone, expressing the pain they felt when the beloved told them they no longer needed them. The narrator promises they will never do any harm and begs for the beloved to believe them.","-0.50, The lyrics express a message of desperation and sorrow from a person pleading with their significant other not to leave, assuring them that they mean no harm and cannot survive without them. They also express extreme despair following the revelation that the significant other no longer needs them.",-0.5,"The lyrics express a message of desperation and sorrow from a person pleading with their significant other not to leave, assuring them that they mean no harm and cannot survive without them. They also express extreme despair following the revelation that the significant other no longer needs them."
141,oldbrownshoe,Old Brown Shoe,Harrison,Harrison,1969,0,Group of Solo Artists,1969-05-30,0.0,1.0,0.639,0.731,-11.706,0.0504,0.447,0.0,0.0371,0.372,142.441,195827.0,4.0,Old brown shoe,"I want a love that's right but right is only half of what's wrong. I want a short haired girl who sometimes wears it twice as long. Now I'm stepping out this old brown shoe, baby, I'm in love with you. I'm so glad you came here, it won't be the same now, I'm telling you.  You know you pick me up from where some try to drag me down And when I see your smile replace every thoughtless frown. Got me escaping from this zoo, baby, I'm in love with you. I'm so glad you came here, it won't be the same now when I'm with you.  If I grow up I'll be a singer wearing rings on every finger. Not worrying what they or you say I'll live and love and maybe someday Who knows, baby, you may comfort me. I may appear to be imperfect, my love is something you can't reject. I'm changing faster than the weather if you and me should get together Who knows, baby, you may comfort me.  That love of your, to miss that love is something I'd hate. I'll make an early start, I'm making sure that I'm not late. For you sweet top lip I'm in the queue, baby, I'm in love with you. I'm so glad you came here, it won't be the same now when I'm with you. I'm so glad you came here, it won't be the same now when I'm with you. ",35.5,Past Masters (B-side of The Ballad of John and Yoko),,Harrison,0,0,1,0,36,,,,,,,,3,1,3,3,5,3.0,0.063,0.649,0.288,0.9976,0.041811227798461914,0.24075137078762054,0.7174373865127563,POSITIVE,0.9923250675201416,Positive,0,"The narrator is expressing their desire for a love that is right and true. They want a partner who can pick them up when they are feeling down and who will accept them despite any imperfections. They are in love with this person and are glad they have come into their life, as it has changed for the better since they have been together.","0.75, The lyrics convey the singer's adoration for a love interest and their appreciation for her presence in their life. Despite their flaws and the trials they face, the singer asserts that he feels invigorated and renewed when he's with her. The singer expresses potential for personal growth, dreams of being a singer, and wonders whether this love interest could comfort him further, indicating a positive outlook. Ultimately, the lyrics reveal a deep-seated romantic love filled with hope for the future and gratitude for the love they currently share.",0.75,"The lyrics convey the singer's adoration for a love interest and their appreciation for her presence in their life. Despite their flaws and the trials they face, the singer asserts that he feels invigorated and renewed when he's with her. The singer expresses potential for personal growth, dreams of being a singer, and wonders whether this love interest could comfort him further, indicating a positive outlook. Ultimately, the lyrics reveal a deep-seated romantic love filled with hope for the future and gratitude for the love they currently share."
142,oneafter909,One After 909,Lennon McCartney,Lennon (with McCartney),1970,0,Group of Solo Artists,1970-05-08,4.0,1.0,0.4691666666666667,0.8851666666666667,-7.174166666666667,0.14415,0.03492,3e-07,0.5063333333333334,0.8079999999999999,118.19083333333333,182541.33333333334,4.0,One after 909,"My baby says she's trav'ling on the one after 909 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice.  I said I'm trav'ling on the one after 909 I begged her not to go and I begged her on my bended knees, You're only fooling around, you're fooling around with me. I said move over once, move over twice Come on baby don't be cold as ice.  I said I'm trav'ling on the one after 909 I got my bag, run to the station Railman says you've got the the wrong location I got my bag, run right home Then I find I've got the number wrong  Well I said I'm trav'ling on the one after 909 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice.  I said we're trav'ling on the one after 9 0, I said we're trav'ling on the one after 9 0, I said we're trav'ling on the one after 909. [Danny Boy...] ",36.25,Let It Be,Let It Be,Lennon,0,1,0,0,36,,,,,,,,3,3,3,3,3,3.0,0.064,0.918,0.019,-0.8481,0.4227818250656128,0.4903506338596344,0.08686748147010803,NEGATIVE,0.9895144701004028,Positive,0,"The narrator is trying to get on the train after 909 with his baby, but railman tells him he has the wrong location. He begs his baby not to go, but she does anyway. He then realizes he had the wrong number for the train. He and his baby then get on the one after 909 and he sings ""Danny Boy"".","0.50, The lyrics tell the story of a man who attempts to join his lover on a train, 'the one after 909', but encounters obstacles because he misunderstood the train's number. Despite pleading with her not to go and expressing his intentions to travel together, he suggests that she is playing with his emotions and acts cold towards him. The recurring phrase 'move over once, move over twice' indicates his desire for her to make room for him, underscored by his insistence that they are traveling together despite the challenges.",0.5,"The lyrics tell the story of a man who attempts to join his lover on a train, 'the one after 909', but encounters obstacles because he misunderstood the train's number. Despite pleading with her not to go and expressing his intentions to travel together, he suggests that she is playing with his emotions and acts cold towards him. The recurring phrase 'move over once, move over twice' indicates his desire for her to make room for him, underscored by his insistence that they are traveling together despite the challenges."
143,onlyanorthernsong,Only a Northern Song,Harrison,Harrison,1969,0,Group of Solo Artists,1969-01-17,9.0,1.0,0.26949999999999996,0.727,-7.8595,0.06054999999999999,0.000375,0.0004715,0.08524999999999999,0.7905,158.0245,204500.0,4.0,Only a northern song,"If you're listening to this song You may think the chords are going wrong But they're not; He just wrote it like that. It doesn't really matter what chords I play What words I say or time of day it is As it's only a Northern song It doesn't really matter what clothes I wear Or how I fare or if my hair is brown When it's only a Northern song. When you're listening late at night You may think the band are not quite right But they are, they just play it like that It doesn't really matter what chords I play What words I say or time of day it is As it's only a Northern song. It doesn't really matter what clothes I wear Or how I fare or if my hair is brown When it's only a Northern song. If you think the harmony Is a little dark and out of key You're correct, there's nobody there. It doesn't really matter what chords I play What words I say or time of day it is And I told you there's no one there. ",36.0,Yellow Submarine,Yellow Submarine,Harrison,0,0,1,0,36,,,,,,,,3,3,3,3,1,3.0,0.063,0.82,0.117,0.9373,0.42214176058769226,0.5046539306640625,0.07320433109998703,NEGATIVE,0.9993471503257751,Positive,1,"The song is about not worrying about what chords are played, what clothes are worn, or how one fares because it is only a Northern song. It also mentions that the harmony may sound a little dark and out of key, but that is because there is nobody there.","0.10, The lyrics portray the perspective of the songwriter defending their creative choices in their music, despite what listeners may perceive as off or different. No matter the clothes worn, words spoken, or time of day, it does not change the essence of the song, which is described as a 'Northern song.' The lyrics also communicate a sense of solitude with phrases like 'there's nobody there,' implying a sense of isolation or personal significance related to the song.",0.1,"The lyrics portray the perspective of the songwriter defending their creative choices in their music, despite what listeners may perceive as off or different. No matter the clothes worn, words spoken, or time of day, it does not change the essence of the song, which is described as a 'Northern song.' The lyrics also communicate a sense of solitude with phrases like 'there's nobody there,' implying a sense of isolation or personal significance related to the song."
