album,release_date,release_date_precision,name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Let It Be (Super Deluxe),2021-10-15,day,The Long And Winding Road - 1969 Glyn Johns Mix,68mxs9bR8uNonfs3gEulrp,0.472,0.297,3,-13.007,1,0.0274,0.905,0.0595,0.145,0.295,133.365,audio_features,68mxs9bR8uNonfs3gEulrp,spotify:track:68mxs9bR8uNonfs3gEulrp,https://api.spotify.com/v1/tracks/68mxs9bR8uNonfs3gEulrp,https://api.spotify.com/v1/audio-analysis/68mxs9bR8uNonfs3gEulrp,219080,4
Let It Be (Super Deluxe),2021-10-15,day,Get Back - Reprise / 1969 Glyn Johns Mix,5vqwwQzdHeg3xaKgMnvfBh,0.76,0.446,2,-15.214,1,0.0789,0.853,0.858,0.139,0.939,121.117,audio_features,5vqwwQzdHeg3xaKgMnvfBh,spotify:track:5vqwwQzdHeg3xaKgMnvfBh,https://api.spotify.com/v1/tracks/5vqwwQzdHeg3xaKgMnvfBh,https://api.spotify.com/v1/audio-analysis/5vqwwQzdHeg3xaKgMnvfBh,40973,4
Let It Be (Super Deluxe),2021-10-15,day,Across The Universe - 1970 Glyn Johns Mix,3iqzKENIVI7aUUGPJdCkWH,0.322,0.447,2,-8.016,1,0.0271,0.569,0.0,0.306,0.826,162.262,audio_features,3iqzKENIVI7aUUGPJdCkWH,spotify:track:3iqzKENIVI7aUUGPJdCkWH,https://api.spotify.com/v1/tracks/3iqzKENIVI7aUUGPJdCkWH,https://api.spotify.com/v1/audio-analysis/3iqzKENIVI7aUUGPJdCkWH,211133,4
Let It Be (Super Deluxe),2021-10-15,day,I Me Mine - 1970 Glyn Johns Mix,4q4uRB6fBYySujmhTBvpIl,0.382,0.41,9,-10.362,0,0.0734,0.711,3.35e-06,0.123,0.408,181.328,audio_features,4q4uRB6fBYySujmhTBvpIl,spotify:track:4q4uRB6fBYySujmhTBvpIl,https://api.spotify.com/v1/tracks/4q4uRB6fBYySujmhTBvpIl,https://api.spotify.com/v1/audio-analysis/4q4uRB6fBYySujmhTBvpIl,105613,3
Let It Be (Super Deluxe),2021-10-15,day,Don’t Let Me Down - Single Version / 2021 Mix,5kQabnXB2VSuQ2yg0ba11d,0.473,0.415,4,-9.98,1,0.0326,0.592,0.000109,0.311,0.739,152.595,audio_features,5kQabnXB2VSuQ2yg0ba11d,spotify:track:5kQabnXB2VSuQ2yg0ba11d,https://api.spotify.com/v1/tracks/5kQabnXB2VSuQ2yg0ba11d,https://api.spotify.com/v1/audio-analysis/5kQabnXB2VSuQ2yg0ba11d,248253,4
Let It Be (Super Deluxe),2021-10-15,day,Let It Be - Single Version / 2021 Mix,3rXH3lBfuQVG9qwpANKWHt,0.525,0.439,0,-8.505,1,0.0324,0.573,7.83e-05,0.115,0.494,69.23,audio_features,3rXH3lBfuQVG9qwpANKWHt,spotify:track:3rXH3lBfuQVG9qwpANKWHt,https://api.spotify.com/v1/tracks/3rXH3lBfuQVG9qwpANKWHt,https://api.spotify.com/v1/audio-analysis/3rXH3lBfuQVG9qwpANKWHt,232707,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Come Together - 2019 Mix,6lSxM9BKcEZBSDKl2VODsF,0.536,0.36,9,-10.973,0,0.0408,0.0823,0.167,0.0996,0.147,164.891,audio_features,6lSxM9BKcEZBSDKl2VODsF,spotify:track:6lSxM9BKcEZBSDKl2VODsF,https://api.spotify.com/v1/tracks/6lSxM9BKcEZBSDKl2VODsF,https://api.spotify.com/v1/audio-analysis/6lSxM9BKcEZBSDKl2VODsF,260200,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Something - 2019 Mix,3S6N0Wbem9KV3DBcYNfXuv,0.416,0.385,0,-9.388,1,0.0279,0.0958,5.24e-06,0.228,0.458,133.298,audio_features,3S6N0Wbem9KV3DBcYNfXuv,spotify:track:3S6N0Wbem9KV3DBcYNfXuv,https://api.spotify.com/v1/tracks/3S6N0Wbem9KV3DBcYNfXuv,https://api.spotify.com/v1/audio-analysis/3S6N0Wbem9KV3DBcYNfXuv,182227,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Maxwell's Silver Hammer - 2019 Mix,0fnY9xlLJCgtBUBX9rNzDJ,0.816,0.386,2,-9.443,1,0.0382,0.497,9.31e-05,0.309,0.708,131.099,audio_features,0fnY9xlLJCgtBUBX9rNzDJ,spotify:track:0fnY9xlLJCgtBUBX9rNzDJ,https://api.spotify.com/v1/tracks/0fnY9xlLJCgtBUBX9rNzDJ,https://api.spotify.com/v1/audio-analysis/0fnY9xlLJCgtBUBX9rNzDJ,207973,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Oh! Darling - 2019 Mix,3UHv8SSIkNUDRBUHJx3Cg6,0.437,0.669,4,-6.524,1,0.0395,0.0344,0.00395,0.347,0.514,173.67,audio_features,3UHv8SSIkNUDRBUHJx3Cg6,spotify:track:3UHv8SSIkNUDRBUHJx3Cg6,https://api.spotify.com/v1/tracks/3UHv8SSIkNUDRBUHJx3Cg6,https://api.spotify.com/v1/audio-analysis/3UHv8SSIkNUDRBUHJx3Cg6,207147,3
Abbey Road (Super Deluxe Edition),2019-09-27,day,Octopus's Garden - 2019 Mix,3e1w0Wm0sH8nUYPArDkBG3,0.565,0.645,1,-6.194,0,0.0332,0.113,0.000625,0.124,0.626,92.253,audio_features,3e1w0Wm0sH8nUYPArDkBG3,spotify:track:3e1w0Wm0sH8nUYPArDkBG3,https://api.spotify.com/v1/tracks/3e1w0Wm0sH8nUYPArDkBG3,https://api.spotify.com/v1/audio-analysis/3e1w0Wm0sH8nUYPArDkBG3,170800,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,I Want You (She's So Heavy) - 2019 Mix,5h0yfg2KLqjVOKpCUTkBKo,0.326,0.5,9,-8.388,0,0.0315,0.0208,0.0473,0.0941,0.365,142.872,audio_features,5h0yfg2KLqjVOKpCUTkBKo,spotify:track:5h0yfg2KLqjVOKpCUTkBKo,https://api.spotify.com/v1/tracks/5h0yfg2KLqjVOKpCUTkBKo,https://api.spotify.com/v1/audio-analysis/5h0yfg2KLqjVOKpCUTkBKo,467360,3
Abbey Road (Super Deluxe Edition),2019-09-27,day,Here Comes The Sun - 2019 Mix,3CPFHaVEHkkH26hAEPgMMp,0.569,0.557,9,-10.208,1,0.0428,0.038,0.000228,0.136,0.292,129.101,audio_features,3CPFHaVEHkkH26hAEPgMMp,spotify:track:3CPFHaVEHkkH26hAEPgMMp,https://api.spotify.com/v1/tracks/3CPFHaVEHkkH26hAEPgMMp,https://api.spotify.com/v1/audio-analysis/3CPFHaVEHkkH26hAEPgMMp,185707,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Because - 2019 Mix,4Smnlr2WoaZa4CUs0isAPU,0.178,0.283,2,-11.436,1,0.0298,0.613,8.04e-05,0.127,0.19,161.293,audio_features,4Smnlr2WoaZa4CUs0isAPU,spotify:track:4Smnlr2WoaZa4CUs0isAPU,https://api.spotify.com/v1/tracks/4Smnlr2WoaZa4CUs0isAPU,https://api.spotify.com/v1/audio-analysis/4Smnlr2WoaZa4CUs0isAPU,165613,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,You Never Give Me Your Money - 2019 Mix,4kXXWWWIu0avePZXX7cBiW,0.33,0.442,0,-12.216,1,0.035,0.317,0.0762,0.149,0.326,173.751,audio_features,4kXXWWWIu0avePZXX7cBiW,spotify:track:4kXXWWWIu0avePZXX7cBiW,https://api.spotify.com/v1/tracks/4kXXWWWIu0avePZXX7cBiW,https://api.spotify.com/v1/audio-analysis/4kXXWWWIu0avePZXX7cBiW,242667,3
Abbey Road (Super Deluxe Edition),2019-09-27,day,Sun King - 2019 Mix,0fdK9ykZqy0e3vn7LbluM1,0.406,0.274,2,-15.138,1,0.0301,0.186,0.138,0.258,0.199,149.875,audio_features,0fdK9ykZqy0e3vn7LbluM1,spotify:track:0fdK9ykZqy0e3vn7LbluM1,https://api.spotify.com/v1/tracks/0fdK9ykZqy0e3vn7LbluM1,https://api.spotify.com/v1/audio-analysis/0fdK9ykZqy0e3vn7LbluM1,146333,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Mean Mr Mustard - 2019 Mix,25jKgfxWqISbOF5qjowYDa,0.69,0.674,4,-7.983,1,0.0391,0.0254,6.59e-06,0.47,0.915,100.497,audio_features,25jKgfxWqISbOF5qjowYDa,spotify:track:25jKgfxWqISbOF5qjowYDa,https://api.spotify.com/v1/tracks/25jKgfxWqISbOF5qjowYDa,https://api.spotify.com/v1/audio-analysis/25jKgfxWqISbOF5qjowYDa,66467,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Polythene Pam - 2019 Mix,7BavH3tDEsEDKnntiVTaAu,0.47,0.833,11,-8.017,0,0.0569,0.00203,0.706,0.133,0.491,166.72,audio_features,7BavH3tDEsEDKnntiVTaAu,spotify:track:7BavH3tDEsEDKnntiVTaAu,https://api.spotify.com/v1/tracks/7BavH3tDEsEDKnntiVTaAu,https://api.spotify.com/v1/audio-analysis/7BavH3tDEsEDKnntiVTaAu,72800,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,She Came In Through The Bathroom Window - 2019 Mix,52omU1KgD4yyRkXx2gDgZj,0.527,0.752,2,-7.806,1,0.0298,0.00307,4.49e-05,0.329,0.738,80.647,audio_features,52omU1KgD4yyRkXx2gDgZj,spotify:track:52omU1KgD4yyRkXx2gDgZj,https://api.spotify.com/v1/tracks/52omU1KgD4yyRkXx2gDgZj,https://api.spotify.com/v1/audio-analysis/52omU1KgD4yyRkXx2gDgZj,118813,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Golden Slumbers - 2019 Mix,4FWAzXcVNVIRVA4UQxhvbd,0.395,0.181,0,-11.098,1,0.0284,0.303,0.000184,0.16,0.221,80.663,audio_features,4FWAzXcVNVIRVA4UQxhvbd,spotify:track:4FWAzXcVNVIRVA4UQxhvbd,https://api.spotify.com/v1/tracks/4FWAzXcVNVIRVA4UQxhvbd,https://api.spotify.com/v1/audio-analysis/4FWAzXcVNVIRVA4UQxhvbd,91440,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Carry That Weight - 2019 Mix,7mBqyUKe8SUUoFBjTiY8Um,0.494,0.558,0,-7.604,1,0.0283,0.0915,0.000786,0.243,0.625,84.005,audio_features,7mBqyUKe8SUUoFBjTiY8Um,spotify:track:7mBqyUKe8SUUoFBjTiY8Um,https://api.spotify.com/v1/tracks/7mBqyUKe8SUUoFBjTiY8Um,https://api.spotify.com/v1/audio-analysis/7mBqyUKe8SUUoFBjTiY8Um,96440,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,The End - 2019 Mix,481payDhvwK4SluEdw2o5v,0.624,0.532,2,-9.15,1,0.0606,0.00045,0.142,0.151,0.125,123.358,audio_features,481payDhvwK4SluEdw2o5v,spotify:track:481payDhvwK4SluEdw2o5v,https://api.spotify.com/v1/tracks/481payDhvwK4SluEdw2o5v,https://api.spotify.com/v1/audio-analysis/481payDhvwK4SluEdw2o5v,141907,1
Abbey Road (Super Deluxe Edition),2019-09-27,day,Her Majesty - 2019 Mix,6jkFjYzaeMG48F8UBSP0eX,0.742,0.182,0,-20.25,1,0.0986,0.647,2.9e-06,0.344,0.565,100.526,audio_features,6jkFjYzaeMG48F8UBSP0eX,spotify:track:6jkFjYzaeMG48F8UBSP0eX,https://api.spotify.com/v1/tracks/6jkFjYzaeMG48F8UBSP0eX,https://api.spotify.com/v1/audio-analysis/6jkFjYzaeMG48F8UBSP0eX,25120,3
Abbey Road (Super Deluxe Edition),2019-09-27,day,I Want You (She's So Heavy) - Trident Recording Session & Reduction Mix,3Tyb06JlXwzTiuiBI7PACU,0.36,0.383,5,-10.2,1,0.0384,0.13,0.00115,0.273,0.373,143.811,audio_features,3Tyb06JlXwzTiuiBI7PACU,spotify:track:3Tyb06JlXwzTiuiBI7PACU,https://api.spotify.com/v1/tracks/3Tyb06JlXwzTiuiBI7PACU,https://api.spotify.com/v1/audio-analysis/3Tyb06JlXwzTiuiBI7PACU,419600,3
Abbey Road (Super Deluxe Edition),2019-09-27,day,Goodbye - Home Demo,2cQGln8y7OgSOLxSHkgehd,0.556,0.174,11,-15.047,1,0.0462,0.918,0.000681,0.114,0.563,126.695,audio_features,2cQGln8y7OgSOLxSHkgehd,spotify:track:2cQGln8y7OgSOLxSHkgehd,https://api.spotify.com/v1/tracks/2cQGln8y7OgSOLxSHkgehd,https://api.spotify.com/v1/audio-analysis/2cQGln8y7OgSOLxSHkgehd,143707,3
Abbey Road (Super Deluxe Edition),2019-09-27,day,Something - Studio Demo,4w4kzrDRJo9PEJGzh2uK49,0.408,0.187,9,-15.354,1,0.035,0.955,0.000575,0.0766,0.243,139.822,audio_features,4w4kzrDRJo9PEJGzh2uK49,spotify:track:4w4kzrDRJo9PEJGzh2uK49,https://api.spotify.com/v1/tracks/4w4kzrDRJo9PEJGzh2uK49,https://api.spotify.com/v1/audio-analysis/4w4kzrDRJo9PEJGzh2uK49,217227,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,The Ballad Of John And Yoko - Take 7,7Cuklz7fuYfBvSlo7PcRaL,0.695,0.732,9,-12.57,1,0.0545,0.0681,0.0,0.164,0.672,132.918,audio_features,7Cuklz7fuYfBvSlo7PcRaL,spotify:track:7Cuklz7fuYfBvSlo7PcRaL,https://api.spotify.com/v1/tracks/7Cuklz7fuYfBvSlo7PcRaL,https://api.spotify.com/v1/audio-analysis/7Cuklz7fuYfBvSlo7PcRaL,217653,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Old Brown Shoe - Take 2,6sgXMz3lsYChhFLr2Zzuio,0.639,0.731,0,-11.706,1,0.0504,0.447,0.0,0.0371,0.372,142.441,audio_features,6sgXMz3lsYChhFLr2Zzuio,spotify:track:6sgXMz3lsYChhFLr2Zzuio,https://api.spotify.com/v1/tracks/6sgXMz3lsYChhFLr2Zzuio,https://api.spotify.com/v1/audio-analysis/6sgXMz3lsYChhFLr2Zzuio,195827,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Oh! Darling - Take 4,5mIcEMUJvJgXF3GohggEWl,0.596,0.51,6,-10.309,0,0.0285,0.307,2.95e-05,0.326,0.545,86.298,audio_features,5mIcEMUJvJgXF3GohggEWl,spotify:track:5mIcEMUJvJgXF3GohggEWl,https://api.spotify.com/v1/tracks/5mIcEMUJvJgXF3GohggEWl,https://api.spotify.com/v1/audio-analysis/5mIcEMUJvJgXF3GohggEWl,210720,3
Abbey Road (Super Deluxe Edition),2019-09-27,day,Octopus's Garden - Take 9,2b80n2fAvK0tGMmmIYutjs,0.699,0.412,1,-13.846,0,0.098,0.0851,1.44e-05,0.178,0.837,91.26,audio_features,2b80n2fAvK0tGMmmIYutjs,spotify:track:2b80n2fAvK0tGMmmIYutjs,https://api.spotify.com/v1/tracks/2b80n2fAvK0tGMmmIYutjs,https://api.spotify.com/v1/audio-analysis/2b80n2fAvK0tGMmmIYutjs,103000,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,You Never Give Me Your Money - Take 36,6wvoGE5Y4BeJ0SeUdr8mfd,0.375,0.455,0,-12.732,1,0.0635,0.621,0.00568,0.131,0.377,170.359,audio_features,6wvoGE5Y4BeJ0SeUdr8mfd,spotify:track:6wvoGE5Y4BeJ0SeUdr8mfd,https://api.spotify.com/v1/tracks/6wvoGE5Y4BeJ0SeUdr8mfd,https://api.spotify.com/v1/audio-analysis/6wvoGE5Y4BeJ0SeUdr8mfd,317880,3
Abbey Road (Super Deluxe Edition),2019-09-27,day,Her Majesty - Takes 1-3,52hm7o5MPKymBUmSJadwve,0.691,0.134,2,-21.742,1,0.355,0.75,0.00153,0.144,0.509,100.276,audio_features,52hm7o5MPKymBUmSJadwve,spotify:track:52hm7o5MPKymBUmSJadwve,https://api.spotify.com/v1/tracks/52hm7o5MPKymBUmSJadwve,https://api.spotify.com/v1/audio-analysis/52hm7o5MPKymBUmSJadwve,93947,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Golden Slumbers / Carry That Weight - Takes 1-3 / Medley,5XtyUUmLmB7jniTWWo6NWI,0.561,0.202,0,-14.609,1,0.0331,0.674,0.00102,0.147,0.235,81.134,audio_features,5XtyUUmLmB7jniTWWo6NWI,spotify:track:5XtyUUmLmB7jniTWWo6NWI,https://api.spotify.com/v1/tracks/5XtyUUmLmB7jniTWWo6NWI,https://api.spotify.com/v1/audio-analysis/5XtyUUmLmB7jniTWWo6NWI,200507,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Here Comes The Sun - Take 9,5M330VM7N8gPrYfia5nf25,0.581,0.555,9,-11.948,1,0.0305,0.0408,0.00492,0.0917,0.562,126.629,audio_features,5M330VM7N8gPrYfia5nf25,spotify:track:5M330VM7N8gPrYfia5nf25,https://api.spotify.com/v1/tracks/5M330VM7N8gPrYfia5nf25,https://api.spotify.com/v1/audio-analysis/5M330VM7N8gPrYfia5nf25,220973,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Maxwell's Silver Hammer - Take 12,4MZyEFyYr3feWTONqH5Lsl,0.787,0.319,2,-13.836,1,0.146,0.237,0.000506,0.251,0.701,129.09,audio_features,4MZyEFyYr3feWTONqH5Lsl,spotify:track:4MZyEFyYr3feWTONqH5Lsl,https://api.spotify.com/v1/tracks/4MZyEFyYr3feWTONqH5Lsl,https://api.spotify.com/v1/audio-analysis/4MZyEFyYr3feWTONqH5Lsl,284440,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Come Together - Take 5,5c6gzvWGw9EZ7qMxfH9HVy,0.598,0.314,9,-15.136,0,0.171,0.096,0.000621,0.149,0.277,166.035,audio_features,5c6gzvWGw9EZ7qMxfH9HVy,spotify:track:5c6gzvWGw9EZ7qMxfH9HVy,https://api.spotify.com/v1/tracks/5c6gzvWGw9EZ7qMxfH9HVy,https://api.spotify.com/v1/audio-analysis/5c6gzvWGw9EZ7qMxfH9HVy,210147,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,The End - Take 3,4WAPgDAPLTmf7e8TnIOUCw,0.671,0.42,11,-15.477,0,0.21,0.000927,0.706,0.507,0.539,122.778,audio_features,4WAPgDAPLTmf7e8TnIOUCw,spotify:track:4WAPgDAPLTmf7e8TnIOUCw,https://api.spotify.com/v1/tracks/4WAPgDAPLTmf7e8TnIOUCw,https://api.spotify.com/v1/audio-analysis/4WAPgDAPLTmf7e8TnIOUCw,131080,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Come And Get It - Studio Demo,75qAS9R2kZJbQxApjlfkWA,0.572,0.405,4,-12.66,1,0.0344,0.00356,0.0,0.178,0.494,87.938,audio_features,75qAS9R2kZJbQxApjlfkWA,spotify:track:75qAS9R2kZJbQxApjlfkWA,https://api.spotify.com/v1/tracks/75qAS9R2kZJbQxApjlfkWA,https://api.spotify.com/v1/audio-analysis/75qAS9R2kZJbQxApjlfkWA,162760,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Sun King - Take 20,4cvkXxJ42tghGVKsY01CZQ,0.559,0.23,2,-19.72,1,0.0621,0.444,0.0305,0.182,0.286,77.076,audio_features,4cvkXxJ42tghGVKsY01CZQ,spotify:track:4cvkXxJ42tghGVKsY01CZQ,https://api.spotify.com/v1/tracks/4cvkXxJ42tghGVKsY01CZQ,https://api.spotify.com/v1/audio-analysis/4cvkXxJ42tghGVKsY01CZQ,194027,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Mean Mr. Mustard - Take 20,1q9qcBsrIOtFTmQ18GY6Wy,0.59,0.553,6,-12.316,0,0.0421,0.023,0.0152,0.538,0.628,92.501,audio_features,1q9qcBsrIOtFTmQ18GY6Wy,spotify:track:1q9qcBsrIOtFTmQ18GY6Wy,https://api.spotify.com/v1/tracks/1q9qcBsrIOtFTmQ18GY6Wy,https://api.spotify.com/v1/audio-analysis/1q9qcBsrIOtFTmQ18GY6Wy,94293,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Polythene Pam - Take 27,1x4O1rJd1Yz1z6ozW5nK97,0.479,0.708,0,-12.094,1,0.0871,0.0734,0.0252,0.371,0.518,165.489,audio_features,1x4O1rJd1Yz1z6ozW5nK97,spotify:track:1x4O1rJd1Yz1z6ozW5nK97,https://api.spotify.com/v1/tracks/1x4O1rJd1Yz1z6ozW5nK97,https://api.spotify.com/v1/audio-analysis/1x4O1rJd1Yz1z6ozW5nK97,99160,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,She Came In Through The Bathroom Window - Take 27,00nQV5fxvY0Gg9wKbuD3Uk,0.594,0.681,2,-10.971,1,0.0286,0.00673,0.00128,0.1,0.858,79.384,audio_features,00nQV5fxvY0Gg9wKbuD3Uk,spotify:track:00nQV5fxvY0Gg9wKbuD3Uk,https://api.spotify.com/v1/tracks/00nQV5fxvY0Gg9wKbuD3Uk,https://api.spotify.com/v1/audio-analysis/00nQV5fxvY0Gg9wKbuD3Uk,126080,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Because - Take 1 / Instrumental,1p5uLmWgLUh7vWjPwOwLac,0.328,0.381,9,-17.94,1,0.0745,0.458,0.191,0.0799,0.2,165.109,audio_features,1p5uLmWgLUh7vWjPwOwLac,spotify:track:1p5uLmWgLUh7vWjPwOwLac,https://api.spotify.com/v1/tracks/1p5uLmWgLUh7vWjPwOwLac,https://api.spotify.com/v1/audio-analysis/1p5uLmWgLUh7vWjPwOwLac,187520,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,"The Long One - Comprising of ‘You Never Give Me Your Money’, ’Sun King’/’Mean Mr Mustard’, ‘Her Majesty’, ‘Polythene Pam’/’She Came In Through The Bathroom Window’, ’Golden Slumbers’/ ’Carry That Weight’, ’The End’",7e5QyScdgY4UFu3eYgy71w,0.403,0.425,0,-11.09,1,0.0405,0.0565,0.00839,0.0788,0.243,84.037,audio_features,7e5QyScdgY4UFu3eYgy71w,spotify:track:7e5QyScdgY4UFu3eYgy71w,https://api.spotify.com/v1/tracks/7e5QyScdgY4UFu3eYgy71w,https://api.spotify.com/v1/audio-analysis/7e5QyScdgY4UFu3eYgy71w,970467,4
Abbey Road (Super Deluxe Edition),2019-09-27,day,Something - Take 39 / Instrumental / Strings Only,7kGfipuAU4F7t5cJUsjAmX,0.0959,0.229,7,-14.741,1,0.0388,0.79,0.942,0.0715,0.0677,74.502,audio_features,7kGfipuAU4F7t5cJUsjAmX,spotify:track:7kGfipuAU4F7t5cJUsjAmX,https://api.spotify.com/v1/tracks/7kGfipuAU4F7t5cJUsjAmX,https://api.spotify.com/v1/audio-analysis/7kGfipuAU4F7t5cJUsjAmX,161720,1
Abbey Road (Super Deluxe Edition),2019-09-27,day,Golden Slumbers / Carry That Weight - Take 17 / Instrumental / Strings & Brass Only,2XNU2CkuFyVzRKyZu35zxV,0.178,0.218,0,-9.474,1,0.0336,0.829,0.768,0.101,0.15,83.482,audio_features,2XNU2CkuFyVzRKyZu35zxV,spotify:track:2XNU2CkuFyVzRKyZu35zxV,https://api.spotify.com/v1/tracks/2XNU2CkuFyVzRKyZu35zxV,https://api.spotify.com/v1/audio-analysis/2XNU2CkuFyVzRKyZu35zxV,197267,4
The Beatles,2018-11-09,day,Back In The U.S.S.R. - 2018 Mix,183Klch3PBWLz2S6zNUVxR,0.51,0.893,9,-9.267,1,0.0342,0.00102,5.85e-05,0.201,0.934,142.657,audio_features,183Klch3PBWLz2S6zNUVxR,spotify:track:183Klch3PBWLz2S6zNUVxR,https://api.spotify.com/v1/tracks/183Klch3PBWLz2S6zNUVxR,https://api.spotify.com/v1/audio-analysis/183Klch3PBWLz2S6zNUVxR,163467,4
The Beatles,2018-11-09,day,Dear Prudence - 2018 Mix,21pC0RPgkThjHlwpmCtxGb,0.395,0.538,2,-10.3,1,0.0456,0.0904,0.000453,0.0685,0.369,150.785,audio_features,21pC0RPgkThjHlwpmCtxGb,spotify:track:21pC0RPgkThjHlwpmCtxGb,https://api.spotify.com/v1/tracks/21pC0RPgkThjHlwpmCtxGb,https://api.spotify.com/v1/audio-analysis/21pC0RPgkThjHlwpmCtxGb,234973,4
The Beatles,2018-11-09,day,Glass Onion - 2018 Mix,0bYmYFbEAADKAlHdJqZ1gL,0.529,0.555,7,-8.839,0,0.0508,0.00236,0.003,0.093,0.615,120.356,audio_features,0bYmYFbEAADKAlHdJqZ1gL,spotify:track:0bYmYFbEAADKAlHdJqZ1gL,https://api.spotify.com/v1/tracks/0bYmYFbEAADKAlHdJqZ1gL,https://api.spotify.com/v1/audio-analysis/0bYmYFbEAADKAlHdJqZ1gL,137707,4
The Beatles,2018-11-09,day,"Ob-La-Di, Ob-La-Da - 2018 Mix",02FJNRUlB28e1F0R9uP2s1,0.803,0.776,10,-7.561,1,0.0333,0.149,0.00471,0.222,0.969,113.193,audio_features,02FJNRUlB28e1F0R9uP2s1,spotify:track:02FJNRUlB28e1F0R9uP2s1,https://api.spotify.com/v1/tracks/02FJNRUlB28e1F0R9uP2s1,https://api.spotify.com/v1/audio-analysis/02FJNRUlB28e1F0R9uP2s1,188813,4
The Beatles,2018-11-09,day,Wild Honey Pie - 2018 Mix,76YBf6AwWhPG62H2LZftFQ,0.749,0.689,9,-10.883,0,0.0346,0.278,0.759,0.796,0.299,89.897,audio_features,76YBf6AwWhPG62H2LZftFQ,spotify:track:76YBf6AwWhPG62H2LZftFQ,https://api.spotify.com/v1/tracks/76YBf6AwWhPG62H2LZftFQ,https://api.spotify.com/v1/audio-analysis/76YBf6AwWhPG62H2LZftFQ,53000,4
The Beatles,2018-11-09,day,The Continuing Story Of Bungalow Bill - 2018 Mix,7KXaC0HCD4VoIZOzWfdirZ,0.659,0.56,0,-9.561,1,0.0648,0.295,0.0,0.683,0.738,114.796,audio_features,7KXaC0HCD4VoIZOzWfdirZ,spotify:track:7KXaC0HCD4VoIZOzWfdirZ,https://api.spotify.com/v1/tracks/7KXaC0HCD4VoIZOzWfdirZ,https://api.spotify.com/v1/audio-analysis/7KXaC0HCD4VoIZOzWfdirZ,194187,4
The Beatles,2018-11-09,day,While My Guitar Gently Weeps - 2018 Mix,0ZqSsO2xoVvcrhpiRuqCmt,0.421,0.668,2,-9.234,1,0.0364,0.00196,0.0172,0.307,0.635,115.124,audio_features,0ZqSsO2xoVvcrhpiRuqCmt,spotify:track:0ZqSsO2xoVvcrhpiRuqCmt,https://api.spotify.com/v1/tracks/0ZqSsO2xoVvcrhpiRuqCmt,https://api.spotify.com/v1/audio-analysis/0ZqSsO2xoVvcrhpiRuqCmt,285280,4
The Beatles,2018-11-09,day,Happiness Is A Warm Gun - 2018 Mix,3z2ngCk1Us5E0DtNGczXwJ,0.461,0.534,9,-9.912,0,0.0592,0.131,5.63e-06,0.107,0.459,138.935,audio_features,3z2ngCk1Us5E0DtNGczXwJ,spotify:track:3z2ngCk1Us5E0DtNGczXwJ,https://api.spotify.com/v1/tracks/3z2ngCk1Us5E0DtNGczXwJ,https://api.spotify.com/v1/audio-analysis/3z2ngCk1Us5E0DtNGczXwJ,164520,4
The Beatles,2018-11-09,day,Martha My Dear - 2018 Mix,4BtpBz9IIamSuYJ26Qoi8G,0.641,0.328,10,-10.709,1,0.0313,0.788,7.77e-05,0.157,0.858,89.212,audio_features,4BtpBz9IIamSuYJ26Qoi8G,spotify:track:4BtpBz9IIamSuYJ26Qoi8G,https://api.spotify.com/v1/tracks/4BtpBz9IIamSuYJ26Qoi8G,https://api.spotify.com/v1/audio-analysis/4BtpBz9IIamSuYJ26Qoi8G,148480,4
